연도,계약명,수행용역
2010,대전 학하지 4 B,친환경건축물 인증
2010,남양주진건지 B2-,소음예측
2010,남양주진건지 B2-,건축물 에너지효율등급
2010,남양주진건지 B2-,주택 성능등급인정
2010,평택미 숙소 2,"LEED, BREEAM, GSAS"
2010,여수 EXPO 주제관,기술제안
2012,묵1주택재건축정비사업 공동주택,소음예측
2012,묵1주택재건축정비사업 공동주택,소음실측
2012,묵1주택재건축정비사업 공동주택,건축물 에너지효율등급
2012,묵1주택재건축정비사업 공동주택,친환경건축물 인증
2012,묵1주택재건축정비사업 공동주택,주택 성능등급인정
2010,성신여대 운정캠퍼스,친환경건축물 인증
2010,카지노 영업장 환경개선,기술제안
2010,포스코파워 미래관,건축물 에너지효율등급
2010,포스코파워 미래관,"LEED, BREEAM, GSAS"
2010,포스코파워 미래관,"에너지 시뮬레이션, 기계설비 성능점검"
2010,포스코파워 미래관,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2010,포스코파워 미래관,친환경건축물 인증
2010,서울 추모공원,친환경건축물 인증
2010,Construct W e,"LEED, BREEAM, GSAS"
2010,Construct W e,"에너지 시뮬레이션, 기계설비 성능점검"
2010,Construct W e,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2010,분당 금곡동 헤리티지 (노인복지,결로
2010,도렴 역 제24지구 도시환경정비,친환경건축물 인증
2010,부산국제금융,건축물 에너지효율등급
2010,부산국제금융,"일조, 조망"
2010,부산국제금융,지능형건축물 예비인증
2010,부산국제금융,친환경건축물 인증
2010,김포한강신도 A C-10,소음예측
2010,아모레퍼 픽 오산 통합 S,친환경건축물 인증
2010,원중초등학교 임대형민자,친환경건축물 인증
2010,하이원 광장,기술제안
2010,농업용저수지 둑높이기,기술제안
2010,남양자동차,친환경건축물 인증
2010,광주과학기술원 학사과정 신재생연 소,친환경건축물 인증
2010,행정중심복합도 첫마을 복합커뮤니티,기술제안
2010,바람길 외부 열환경,CFD
2010,안양 청원,친환경건축물 인증
2010,새만금유역 CSOs 초기우수 처리 설,기술제안
2010,춘천 장학지 BBL공동,소음예측
2010,청라지 A12-공동,소음예측
2010,청라지 A12-공동,건축물 에너지효율등급
2010,청라지 A12-공동,"일조, 조망"
2010,청라지 A12-공동,Barrier Free
2010,청라지 A12-공동,주택 성능등급인정
2010,남극 제2기지,기술제안
2010,북부산세무서 청사,건축물 에너지효율등급
2010,디지털방송콘텐츠지원,기술제안
2010,간석초교주변 양계마을 역,소음예측
2010,간석초교주변 양계마을 역,소음실측
2010,간석초교주변 양계마을 역,건축물 에너지효율등급
2010,간석초교주변 양계마을 역,친환경건축물 인증
2010,대 경북과학기술원 학위과정,기술제안
2010,50% Energy Saving the#,연구용역
2010,당진1지 도시개발 내 공동,소음예측
2010,당진1지 도시개발 내 공동,"일조, 조망"
2010,경주 용황도시,주택 성능등급인정
2010,화성 반월 GS Xi 공동,주택 성능등급인정
2010,송정리역사 태양광모듈,연구용역
2010,성북 석관동 단독,소음예측
2011,대전무역회관,친환경건축물 인증
2011,마곡지,건축물 에너지효율등급
2011,마곡지,Barrier Free
2011,마곡지,친환경건축물 인증
2011,마곡지,주택 성능등급인정
2011,삼성전자 R5-,친환경건축물 인증
2011,KAIST 기초과학동,친환경건축물 인증
2011,해운대 관광 리조트,"에너지 시뮬레이션, 기계설비 성능점검"
2011,해운대 관광 리조트,친환경건축물 인증
2011,해운대 관광 리조트,주택 성능등급인정
2011,고위험병원체 관리 특수복합 설,친환경건축물 인증
2011,광주과학기술원 TK,기술제안
2011,농촌진흥청 지방이전,기술제안
2011,원주 기후변화대응 교육,친환경건축물 인증
2011,여수 엑스포 한국관 등 전 관 지원,기술제안
2011,대 남산동 공동,소음예측
2011,대 남산동 공동,소음실측
2011,대 남산동 공동,주택 성능등급인정
2011,부산은행 본점,건축물 에너지효율등급
2011,부산은행 본점,지능형건축물 예비인증
2011,부산은행 본점,지능형건축물 본인증
2011,부산은행 본점,친환경건축물 인증
2011,행정도 정부청사 1단계2구역,건축물 에너지효율등급
2011,행정도 정부청사 1단계2구역,에너지 효율등급평가
2011,기산2지 임광 그대가,소음예측
2011,기산2지 임광 그대가,"청정건강기준, 공동주택 성능등급"
2011,기산2지 임광 그대가,녹색건축 인증
2011,기산2지 임광 그대가,건축물 에너지효율등급
2014,기산2지,소음예측
2014,기산2지,"청정건강기준, 공동주택 성능등급"
2011,범어숲 범어화성파크드림S,주택 성능등급인정
2011,경상북도 본청 의회청사,에너지절약계획서
2011,경상북도 본청 의회청사,기술제안
2011,화성 반월동 SK,소음예측
2011,화성 반월동 SK,소음실측
2011,화성 반월동 SK,건축물 에너지효율등급
2011,화성 반월동 SK,"일조, 조망"
2011,화성 반월동 SK,"청정건강기준, 공동주택 성능등급"
2011,화성 반월동 SK,친환경건축물 인증
2011,화성 반월동 SK,주택 성능등급인정
2011,화성 기산동 SK,소음예측
2011,화성 기산동 SK,건축물 에너지효율등급
2011,화성 기산동 SK,"일조, 조망"
2012,화성 기산동 SK,소음예측
2012,화성 기산동 SK,"일조, 조망"
2012,화성 기산동 SK,"청정건강기준, 공동주택 성능등급"
2014,화성 기산동 SK,소음예측
2014,화성 기산동 SK,"일조, 조망"
2014,화성 기산동 SK,"청정건강기준, 공동주택 성능등급"
2011,화성 반월동,"청정건강기준, 공동주택 성능등급"
2011,화성 반월동,주택 성능등급인정
2011,한남동 단국대부지,건축물 에너지효율등급
2011,한남동 단국대부지,친환경건축물 인증
2011,지방행정연수원청사,기술제안
2011,산곡7 역,소음예측
2011,산곡7 역,소음실측
2011,산곡7 역,건축물 에너지효율등급
2011,산곡7 역,교육환경
2011,산곡7 역,"청정건강기준, 공동주택 성능등급"
2011,산곡7 역,사전재해 영향성검토
2011,산곡7 역,친환경건축물 인증
2011,산곡7 역,주택 성능등급인정
2011,대전 도안신도 17-1블럭 계룡리슈빌,소음예측
2011,대전 도안신도 17-1블럭 계룡리슈빌,건축물 에너지효율등급
2011,대전 도안신도 17-1블럭 계룡리슈빌,"일조, 조망"
2011,대전 도안신도 17-1블럭 계룡리슈빌,"청정건강기준, 공동주택 성능등급"
2011,대전 도안신도 17-1블럭 계룡리슈빌,친환경건축물 인증
2011,대전 도안신도 17-1블럭 계룡리슈빌,주택 성능등급인정
2011,김해서중 외 1개교 임대형민자,친환경건축물 인증
2011,전 컨벤션,"LEED, BREEAM, GSAS"
2011,전 컨벤션,"에너지 시뮬레이션, 기계설비 성능점검"
2011,전 컨벤션,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2011,당진1지 도시개발 내 공동,소음예측
2011,당진1지 도시개발 내 공동,"일조, 조망"
2011,경영대학 신축,"LEED, BREEAM, GSAS"
2011,경영대학 신축,"에너지 시뮬레이션, 기계설비 성능점검"
2011,경영대학 신축,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2011,가평달전지 전원시범,건축물 에너지효율등급
2011,가평달전지 전원시범,친환경건축물 인증
2011,가평달전지 전원시범,주택 성능등급인정
2011,평택 험프리 초등학교 고등학교 신추,기술제안
2011,휘경3재정비촉진 역,소음예측
2011,휘경3재정비촉진 역,소음실측
2011,휘경3재정비촉진 역,건축물 에너지효율등급
2011,휘경3재정비촉진 역,"청정건강기준, 공동주택 성능등급"
2011,휘경3재정비촉진 역,Barrier Free
2011,휘경3재정비촉진 역,친환경건축물 인증
2011,휘경3재정비촉진 역,주택 성능등급인정
2011,국립종자원 청사신축 포장조성,건축물 에너지효율등급
2011,청주 율량지 3블록 공동,소음예측
2011,청주 율량지 3블록 공동,주택 성능등급인정
2011,청진블럭,"LEED, BREEAM, GSAS"
2011,청진블럭,"에너지 시뮬레이션, 기계설비 성능점검"
2011,청진블럭,"TAB, 커미셔닝, ESG, 물리적실사 AA1000"
2011,송파 자녀 기숙사,기술제안
2010,남양주 진접 공공도서관 건축,친환경건축물 인증
2011,SIFC 현장의,"LEED, BREEAM, GSAS"
2011,노키아 베트남 Loog Project /...,기술제안
2011,노키아 베트남 Loog Project /...,"LEED, BREEAM, GSAS"
2011,노키아 베트남 Loog Project /...,"에너지 시뮬레이션, 기계설비 성능점검"
2011,세종 정부청사 2-2 구역,기술제안
2011,인천 월보금자리 S-2,기술제안
2011,정릉 10 역,소음예측
2011,정릉 10 역,소음실측
2011,정릉 10 역,건축물 에너지효율등급
2011,정릉 10 역,"일조, 조망"
2011,정릉 10 역,친환경건축물 인증
2011,정릉 10 역,주택 성능등급인정
2011,파주 운정신도 A25-블록,소음예측
2011,파주 운정신도 A25-블록,"청정건강기준, 공동주택 성능등급"
2011,파주 운정신도 A25-블록,주택 성능등급인정
2011,역촌1 역,건축물 에너지효율등급
2011,역촌1 역,"일조, 조망"
2011,역촌1 역,친환경건축물 인증
2011,역촌1 역,주택 성능등급인정
2012,역촌1 역,소음예측
2012,역촌1 역,교육환경
2012,역촌1 역,범죄예방환경설계 (CPTED) 디자인인증
2011,휘경3재정비촉진 역,서울시에너지소비총량제 (BESS)
2011,가평양주 관사 병영 설 민간투자,기술제안
2011,성수동 사옥,연돌 시뮬레이션
2011,성수동,건축물 에너지효율등급
2011,성수동,친환경건축물 인증
2011,성수동 사옥,"일조, 조망"
2011,성수동 사옥,"경관, 토탈디자인 좋은빛 심의, 태양광"
2011,성수동 사옥,"빛공해, 현휘, 조도 시뮬레이션"
2011,논현라폴리움,결로
2011,왕십리뉴타운 제3 역,서울시에너지소비총량제 (BESS)
2011,KINTEX 제2전시장,초고속 정보통신인증
2011,KINTEX 제2전시장,지능형건축물 본인증
2011,특공대훈련 설등급,건축물 에너지효율등급
2011,전국경제인연합회 회관,에너지절약계획서
2011,전국경제인연합회 회관,건축물 에너지효율등급
2011,전국경제인연합회 회관,친환경건축물 인증
2011,부산광역,친환경건축물 인증
2011,화양 적금(2,기술제안
2011,수원역 쇼핑타운,에너지 사용계획
2011,수원역 쇼핑타운,친환경건축물 인증
2011,신내지 1,건축물 에너지효율등급
2011,신내지 1,친환경건축물 인증
2011,신내지 1,주택 성능등급인정
2011,대한항공 영종호텔,"LEED, BREEAM, GSAS"
2011,무안 남악신도 골드클래스,주택 성능등급인정
2011,무안 남악신도 골드클래스,소음예측
2011,백곡저수지 둑높이기,기술제안
2011,광교지 A18-블럭 공동,건축물 에너지효율등급
2011,광교지 A18-블럭 공동,"청정건강기준, 공동주택 성능등급"
2011,광교지 A18-블럭 공동,주택 성능등급인정
2011,평택 험프리 SBL QBL TBLPhas...,기술제안
2011,광주전남공동혁신도 집단,친환경건축물 인증
2011,부산롯데타운 중,친환경건축물 인증
2011,광주 수완지 C3-3블럭 공동,주택 성능등급인정
2011,장위 제14 역,소음예측
2011,장위 제14 역,소음실측
2011,장위 제14 역,에너지절약계획서
2011,장위 제14 역,건축물 에너지효율등급
2011,장위 제14 역,서울시에너지소비총량제 (BESS)
2011,장위 제14 역,"경관, 토탈디자인 좋은빛 심의, 태양광"
2011,장위 제14 역,"청정건강기준, 공동주택 성능등급"
2011,장위 제14 역,결로
2011,장위 제14 역,장수명 주택인증
2011,장위 제14 역,건축물 등의 범죄예방기준
2011,장위 제14 역,Barrier Free
2011,장위 제14 역,수질오염 총량제
2011,장위 제14 역,"저영향개발 사전협의, 우수저감대책 (환경실사)"
2011,장위 제14 역,녹색건축 인증
2011,장위 제14 역,친환경건축물 인증
2011,장위 제14 역,주택 성능등급인정
2011,묵1주택재건축정비사업 공동주택,서울시에너지소비총량제 (BESS)
2011,묵1주택재건축정비사업 공동주택,교육환경
2011,광주 수완지 C3-2,주택 성능등급인정
2011,만도중앙소,CFD
2010,서울 강남보금자리지 A2-,기술제안
2011,노원 공릉동 주상복합,건축물 에너지효율등급
2011,노원 공릉동 주상복합,친환경건축물 인증
2011,KINTEX 제2전 장,"빛공해, 현휘, 조도 시뮬레이션"
2011,남양주지금(통합)하수종말처리 설,기술제안
2011,행정도 ~ 대덕테크노밸리 도로,기술제안
2011,안양광역등기소,건축물 에너지효율등급
2011,화순 농어촌뉴타운,기술제안
2011,포항교육지원청사 이전,건축물 에너지효율등급
2011,포항교육지원청사 이전,친환경건축물 인증
2011,초량1-1 역 도시환경정비 -,"일조, 조망"
2011,초량1-1 역 도시환경정비 -,주택 성능등급인정
2011,하남 환경기초,CFD
2011,광교지 C1-블럭 주상복합,건축물 에너지효율등급
2011,광교지 C1-블럭 주상복합,주택 성능등급인정
2011,상계동 보금자리,건축물 에너지효율등급
