연도,계약명,발주처,수행용역
2007,아산방배지구 11BL T/K 기본설계용역 - 건축시물레이션,㈜강남종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,정선-북면 국도개량공사 타당성조사 및 기본설계용역 (결빙·직광분석),㈜다우컨설턴트,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,인천 청라지구 광명샤인빌 아파트 친환경 건축물 예비인증 및 본인증 용역,(합)광명주택,친환경건축물 예비인증
2007,인천 청라지구 광명샤인빌 아파트 친환경 건축물 예비인증 및 본인증 용역,(합)광명주택,친환경건축물 본인증
2007,인천 청라지구 광명샤인빌 아파트 주택성능등급인정 대행 용역,(합)광명주택,주택 성능등급인정
2007,육군 연천병영시설 민간투자시설사업(BTL) 설계용역,㈜무영종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,육군 연천병영시설 민간투자시설사업(BTL) 설계용역,㈜경림엔지니어링건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,육군 연천병영시설 민간투자시설사업(BTL) 설계용역,㈜삼간종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,"부산명지주거단지 3차(B-3, B-4, D-1 BL) 친환경예비인증 용역",㈜희림종합건축사사무소,친환경건축물 예비인증
2007,용인보라지구 1BL 연립주택 친환경건축물 예비인증 용역,㈜라데빵스,친환경건축물 예비인증
2007,IK-Project 도로환경영향분석,㈜다산컨설턴트,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,"고양시 일산덕이구역 도시개발사업 2,3,4블럭 아파트 친환경건축물 예비인증 및 본인증 용역",드림리츠㈜,친환경건축물 예비인증
2007,"고양시 일산덕이구역 도시개발사업 2,3,4블럭 아파트 친환경건축물 예비인증 및 본인증 용역",드림리츠㈜,친환경건축물 본인증
2007,행정중심복합도시내 국도1호선 우회도로 건설공사(2공구) 기본설계 일괄(턴키)입찰설계용역 중 조도순응 및 일영분석,㈜청석엔지니어링,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,호산고외 6교 임대형 민자사업(BTL) 제안서 작성 용역,㈜한국인프라디벨로퍼,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,전라선 신풍~여천간 철도 남해촌마을 통과구간 교량 형식 변경 사전타당성 검토,삼부토건㈜,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,"행정중심복합도시내 국도1호선 우회도로 건설공사 3공구(설계.시공일괄입찰) 기본설계용역 직광,결빙,안개,터널구간 동상해석 및 소음시물레이션,주행자심리분석",㈜다산컨설턴트,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,인천 항동 복합숙박센타 건립공사(T/K),㈜종합건축사사무소건원,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,인천 항동 복합숙박센타 건립공사(T/K),㈜토우종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,"고양시 일산덕이구역 도시개발사업 2,3,4블럭 아파트 건물에너지효율등급 예비인증 및 본인증 용역",드림리츠㈜,친환경건축물 예비인증
2007,"고양시 일산덕이구역 도시개발사업 2,3,4블럭 아파트 건물에너지효율등급 예비인증 및 본인증 용역",드림리츠㈜,친환경건축물 본인증
2007,육군 인제 관사 및 병영시설 민간투자 시설사업,㈜원양건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,육군 인제 관사 및 병영시설 민간투자 시설사업,㈜한국환경종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,인천가정지구 3블럭 아파트 및 부대복리시설 건설공사 자연환기설계용역,㈜희림종합건축사사무소,"기류, 바람길, 열환경 시뮬레이션 (CFD)"
2007,고양시 일산덕이구역 도시개발사업 A1블럭 아파트 건물에너지효율등급 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,건축물 에너지효율등급 예비인증
2007,고양시 일산덕이구역 도시개발사업 A1블럭 아파트 건물에너지효율등급 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,건축물 에너지효율등급 본인증
2007,고양시 일산덕이구역 도시개발사업 A1블럭 아파트 친환경건축물 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,친환경건축물 예비인증
2007,고양시 일산덕이구역 도시개발사업 A1블럭 아파트 친환경건축물 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,친환경건축물 본인증
2007,고양시 일산덕이구역 도시개발사업 A5블럭 아파트 건물에너지효율등급 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,건축물 에너지효율등급 예비인증
2007,고양시 일산덕이구역 도시개발사업 A5블럭 아파트 건물에너지효율등급 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,건축물 에너지효율등급 본인증
2007,고양시 일산덕이구역 도시개발사업 A5블럭 아파트 친환경건축물 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,친환경건축물 예비인증
2007,고양시 일산덕이구역 도시개발사업 A5블럭 아파트 친환경건축물 예비인증 및 본인증 용역,더더블유개발㈜ & ㈜코프란,친환경건축물 본인증
2007,행복도시 공동주택 P5 현장설계,㈜아키플랜종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,청진동 5구역 업무시설 신축공사 친환경건축물 예비인증 및 본인증 용역,㈜코레스엔지니어링건축사사무소,친환경건축물 예비인증
2007,청진동 5구역 업무시설 신축공사 친환경건축물 예비인증 및 본인증 용역,㈜코레스엔지니어링건축사사무소,친환경건축물 본인증
2007,친환경 건축기술 및 주택성능등급 매뉴얼 개발 연구,동문건설㈜,연구용역
2007,중구 을지로2가 업무시설 신축공사 친환경건축물 예비인증 및 본인증 용역,삼화인쇄㈜,친환경건축물 예비인증
2007,중구 을지로2가 업무시설 신축공사 친환경건축물 예비인증 및 본인증 용역,삼화인쇄㈜,친환경건축물 본인증
2007,인천 청라지구 A14BL 호반베르디움 아파트 친환경건축물 인증 및 주택성능등급 인정 컨설팅 용역,㈜호반하우징,친환경건축물 예비인증
2007,인천 청라지구 A14BL 호반베르디움 아파트 친환경건축물 인증 및 주택성능등급 인정 컨설팅 용역,㈜호반하우징,친환경건축물 본인증
2007,인천 청라지구 A14BL 호반베르디움 아파트 친환경건축물 인증 및 주택성능등급 인정 컨설팅 용역,㈜호반하우징,주택 성능등급인정
2007,인천 청라지구 A18BL 호반베르디움 아파트 친환경건축물 인증 및 주택성능등급 인정 컨설팅 용역,㈜호반건설,친환경건축물 예비인증
2007,인천 청라지구 A18BL 호반베르디움 아파트 친환경건축물 인증 및 주택성능등급 인정 컨설팅 용역,㈜호반건설,친환경건축물 본인증
2007,인천 청라지구 A18BL 호반베르디움 아파트 친환경건축물 인증 및 주택성능등급 인정 컨설팅 용역,㈜호반건설,주택 성능등급인정
2007,해운대 주공(AID) 아파트 재건축 국제설계경기 공모,㈜상지이앤에이건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,청라지구 17단지 아파트 건설공사 T/K설계용역,㈜무영종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,해운대 주공(AID) 아파트 재건축 국제설계경기 공모,㈜무영종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,청라지구 17단지 아파트 건설공사 T/K설계용역,㈜티씨엠씨건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,묵동 자이 주상복합 A블록 친환경건축물 및 건물에너지효율등급 예비인증 용역,㈜한부디앤에스,친환경건축물 예비인증
2007,묵동 자이 주상복합 B블록 친환경건축물 및 건물에너지효율등급 예비인증 용역,㈜부광피앤디,친환경건축물 예비인증
2007,"하남 풍산 B-5, C-1블럭 에코타운 건설공사 건물에너지효율등급 예비 및 본인증 취득 용역",현대산업개발㈜,건축물 에너지효율등급 예비인증
2007,"하남 풍산 B-5, C-1블럭 에코타운 건설공사 건물에너지효율등급 예비 및 본인증 취득 용역",현대산업개발㈜,건축물 에너지효율등급 본인증
2007,"대전노은(3)지구 B-2, B-3, C-1BL 공동주택 설계용역 친환경예비인증",㈜아이티엠코퍼레이션건축사사무소,친환경건축물 예비인증
2007,전북지역본부 신축사옥 설계용역 풍동 및 음향 시뮬레이션,㈜디에이그룹엔지니어링종합건축사사무소,"기류, 바람길, 열환경 시뮬레이션 (CFD)"
2007,서울행당지구 주상복합시설용지 복합개발사업 건축환경성능 시뮬레이션,㈜디에이그룹엔지니어링종합건축사사무소,"기류, 바람길, 열환경 시뮬레이션 (CFD)"
2007,한남동 단국대부지 개발사업 설계용역,㈜무영종합건축사사무소,건축물 에너지효율등급 예비인증
2007,한남동 단국대부지 개발사업 설계용역,㈜무영종합건축사사무소,친환경건축물 예비인증
2007,한남동 단국대부지 개발사업 설계용역,㈜무영종합건축사사무소,친환경건축물 본인증
2007,판교 SK케미칼 사옥 및 연구소 신축공사 친환경 Consulting 용역,에스케이건설㈜,"LEED, BREEAM, GSAS"
2007,판교 SK케미칼 사옥 및 연구소 신축공사 친환경 Consulting 용역,에스케이건설㈜,친환경건축물 예비인증
2007,판교 SK케미칼 사옥 및 연구소 신축공사 친환경 Consulting 용역,에스케이건설㈜,친환경건축물 본인증
2007,"서울숲힐스테이트 일조,조망,프라이버시 영향평가",현대건설㈜,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2007,행정중심복합도시 공동주택지 건축설계공모,㈜아키플랜종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2007,울산 힐스테이트 신축으로 인한 인접 건물군의 일조/조망환경 영향평가,㈜우진개발,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2007,용인 흥덕 우남퍼스트빌 리젠트현장 친환경 건축물 인증 외주 용역 계약,㈜우남건설,친환경건축물 예비인증
2007,용인 흥덕 우남퍼스트빌 리젠트현장 친환경 건축물 인증 외주 용역 계약,㈜우남건설,친환경건축물 본인증
2007,포항 효자지구 현대힐스테이트 신축공사 주택성능등급 인정 컨설팅 용역,㈜담솔,주택 성능등급인정
2008,마포구 합정동 업무시설 신축공사 설계용역 친환경예비인증,㈜하우드엔지니어링종합건축사사무소,친환경건축물 예비인증
2008,성남판교지구 2공구 턴키 아파트 신축공사 친환경인증 용역,㈜희림종합건축사사무소,친환경건축물 예비인증
2008,은평뉴타운 1지구 C공구 공동주택 대안 T/K 실시설계용역,㈜무영종합건축사사무소,친환경건축물 본인증
2008,인천청라지구 특수구조물 건설공사(1공구) 대안입찰설계용역 (도로특화설계(기상 등)),㈜삼안,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2008,공군 대방동관사 민간투자시설사업 건물에너지효율등급 예비인증,신동아건설㈜,건축물 에너지효율등급 예비인증
2008,대룡산 체육공원 관리계획 및 실시설계용역 (경관성검토서),한광엔지니어링㈜,"경관, 토탈디자인 좋은빛 심의, 태양광"
2008,하이원 리조트 호텔 증측 및 One Stop Service Center,㈜원양종합건축사사무소,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2008,하이원 리조트 호텔 증측 및 One Stop Service Center,㈜종합건축사사무소동우건축,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2008,"부평5구역 주택재개발 정비사업 세대별 일조, 조망, 프라이버시 및 소음환경 평가",미래새한감정평가법인,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2008,"부평5구역 주택재개발 정비사업 세대별 일조, 조망, 프라이버시 및 소음환경 평가",나라감정평가법인,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2008,부천범박지구 B-1 공동주택 설계(친환경인증),㈜정림건축종합건축사사무소,친환경건축물 예비인증
2008,"인천영종지구 A4, A6BL 공동주택 기본 및 실시설계 용역 에너지성능등급 예비인증",㈜에이텍종합건축사사무소,
2008,"반포주공3단지 재건축 아파트 신축으로 인한 인접 잠원 동아아파트 107동, 108동의 일조환경 평가",반포주공3단지아파트재건축주택정비사업조합,"일조, 조망, 프라이버시 시뮬레이션 (종합환경분석)"
2008,주택성능등급표지제도 대응방안 수립연구,㈜엠코,연구용역
2008,"오산 계성제지부지 동양 파라곤 공동주택 주택성능향상계획, 주택성능등급인정, 건물에너지효율등급인증 용역",㈜종합건축사사무소건원,"기술제안 (TK, 현상설계, BTL, VE/LCC 등)"
2008,은평뉴타운 1지구 B공구 아파트 친환경건축물 본인증 취득 용역,현대산업개발㈜,친환경건축물 본인증
2008,광명역세권 택지개발 사업지구 복합단지개발 설계용역 친환경등급 인증,㈜무영종합건축사사무소,친환경건축물 예비인증
